run_id,model_name,metric_name,phase,mean,var
dc92aac5197741e9adca35cbae435722,resnet50_add_12_imagenet,loss,downstream,0.9225009818671526,2.525375463571526
4fb2ea9e5cb34819b29ac29084f41441,resnet50_add_10_imagenet,loss,stitching,1.0968143504724264,2.858295389097543
4fb2ea9e5cb34819b29ac29084f41441,resnet50_add_10_imagenet,loss,downstream,0.8501139222978796,2.355788723840444
de3551873eac4262a0ca3f0a4540cb16,resnet50_add_12_imagenet,loss,stitching,1.1079107806350448,2.549489822729248
de3551873eac4262a0ca3f0a4540cb16,resnet50_add_12_imagenet,loss,downstream,0.9741925554113227,2.5793706199771975
a5b65e8636b14af6ab1f26594ee81fd4,resnet50_add_15_imagenet,loss,stitching,2.446318349302112,3.69594936575548
a5b65e8636b14af6ab1f26594ee81fd4,resnet50_add_15_imagenet,loss,downstream,0.9613569979649934,2.7192921998743813
85402661de1e49b98f65240bec2c8fb2,resnet34_add_1_imagenet,loss,stitching,1.127193556877174,0.8527096048716379
85402661de1e49b98f65240bec2c8fb2,resnet34_add_1_imagenet,loss,downstream,0.4744115683727132,1.2958044618455102
4e2c562490b2473bb24f72d6c691bd44,resnet34_add_2_imagenet,loss,stitching,1.1374319211199078,0.8670183526369823
4e2c562490b2473bb24f72d6c691bd44,resnet34_add_2_imagenet,loss,downstream,0.4278748206099674,1.1992136290976523
179ecf64c8674d1caec62a85dfcafc5a,resnet34_add_3_imagenet,loss,stitching,0.8779407237828217,1.1703106023192584
179ecf64c8674d1caec62a85dfcafc5a,resnet34_add_3_imagenet,loss,downstream,0.47942861832307454,1.3316957852629416
cb346305f1064f64a4e4fe50b7ba517c,resnet34_add_4_imagenet,loss,stitching,1.1553807679816832,0.9648458454580267
cb346305f1064f64a4e4fe50b7ba517c,resnet34_add_4_imagenet,loss,downstream,0.47890569902523467,1.348462584241808
e9f1647d3ba24214914697b7279b1da7,resnet34_add_5_imagenet,loss,stitching,0.9823084085331493,1.1507981142688086
e9f1647d3ba24214914697b7279b1da7,resnet34_add_5_imagenet,loss,downstream,0.5516947372111158,1.469749818461134
2e16016b67144d838aba4812461d3083,resnet34_add_3_imagenet,loss,stitching,1.1874851554590884,1.0357319523118462
2e16016b67144d838aba4812461d3083,resnet34_add_3_imagenet,loss,downstream,0.5037002676436775,1.4059087284813019
194b627944a0444fa31fc0f1b51aa323,resnet18_add_3_imagenet,loss,stitching,1.0267352422826868,1.1812400743963134
194b627944a0444fa31fc0f1b51aa323,resnet18_add_3_imagenet,loss,downstream,0.5826261255910348,1.6294216637602126
e3881c255373445fa1c96182929d26fa,resnet34_add_7_imagenet,loss,stitching,1.2283237227623114,1.1856108236383125
e3881c255373445fa1c96182929d26fa,resnet34_add_7_imagenet,loss,downstream,0.5554831751520943,1.5777279134768483
986a3d0fb1f7418a8c7efa53cd34c3f0,resnet34_add_6_imagenet,loss,stitching,1.1443004494983762,1.1644678197787588
986a3d0fb1f7418a8c7efa53cd34c3f0,resnet34_add_6_imagenet,loss,downstream,0.6034234270088961,1.5961133701348091
c9edec41b7fd43b0ac2451ba77d331c3,resnet34_add_5_imagenet,loss,stitching,1.1801407829672093,1.204090140224794
c9edec41b7fd43b0ac2451ba77d331c3,resnet34_add_5_imagenet,loss,downstream,0.5610927178579849,1.5697653588366032
ff2ba7f76180478c82e9d2fc66c874cc,resnet34_add_10_imagenet,loss,stitching,0.6421236488300924,1.530918000179514
ff2ba7f76180478c82e9d2fc66c874cc,resnet34_add_10_imagenet,loss,downstream,0.6455430623180434,1.7936620711742695
81cd81533e3c4f7e85cd9c58943e6447,resnet34_add_9_imagenet,loss,stitching,0.644199756720368,1.5502142329474378
81cd81533e3c4f7e85cd9c58943e6447,resnet34_add_9_imagenet,loss,downstream,0.6349359186891099,1.5880719473621185
ccc9bb9e1d9945bd91fb1b71c827d9cc,resnet34_add_11_imagenet,loss,stitching,0.7807804337823929,1.7447980275343231
ccc9bb9e1d9945bd91fb1b71c827d9cc,resnet34_add_11_imagenet,loss,downstream,0.813639033322134,2.2207954089219646
9e4fcd6b9c38402184df324e111e73f0,resnet34_add_9_imagenet,loss,stitching,0.9315128268288912,1.8748421824863977
9e4fcd6b9c38402184df324e111e73f0,resnet34_add_9_imagenet,loss,downstream,0.7484409976371044,2.02650735416547
